ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I24T-gNSC-p314-r1,He is yawning,0,1,1,1,1
I24T-gNSC-p314-r2,He is sleeping,1,1,1,1,1
I24T-gNSC-p315-r1,snoring,0,1,1,1,0
I24T-gNSC-p315-r2,sleeping ,1,1,1,1,1
I24T-gNSC-p317-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p317-r2,The boy is snoring.,0,1,1,1,0
I24T-gNSC-p318-r1,The boy is sleeping in his bed,1,1,1,1,1
I24T-gNSC-p318-r2,The boy is snoring,0,1,1,1,0
I24T-gNSC-p319-r1,sleeping,1,1,1,1,1
I24T-gNSC-p319-r2,laying down,0,1,1,1,1
I24T-gNSC-p320-r1,sleeping,1,1,1,1,1
I24T-gNSC-p320-r2,snoring,0,1,1,1,0
I24T-gNSC-p321-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p321-r2,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p328-r1,The boy is sleeping in his bed. ,1,1,1,1,1
I24T-gNSC-p328-r2,He's sleeping. ,1,1,1,1,1
I24T-gNSC-p329-r1,Yawning in bed,0,1,1,1,1
I24T-gNSC-p329-r2,Getting ready to sleep,1,1,1,0,0
I24T-gNSC-p330-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p330-r2,The boy is lying in bed.,0,1,1,1,1
I24T-gNSC-p331-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p331-r2,He is yawning.,0,1,1,1,1
I24T-gNSC-p332-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p332-r2,The boy is trying to fall asleep.,1,1,1,1,0
I24T-gNSC-p333-r1,Boy is sleeping,1,0,1,1,1
I24T-gNSC-p333-r2,Boy is snoring as he is sleeping,1,0,0,1,0
I24T-gNSC-p335-r1,The boy in the twin bed is sleeping.,1,0,1,1,1
I24T-gNSC-p335-r2,The sleeping little boy is talking in his sleep.,1,0,1,1,0
I24T-gNSC-p339-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p339-r2,He is laying in bed.,0,1,1,1,1
I24T-gNSC-p340-r1,Laying down,0,1,1,1,1
I24T-gNSC-p340-r2,Sleep,1,0,0,1,1
I24T-gNSC-p342-r1,The boy is sick in bed.,0,0,1,1,0
I24T-gNSC-p342-r2,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p346-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p346-r2,"After another night of heavy drinking, the boy chokes on his vomit.",0,0,1,1,0
I24T-gNSC-p347-r1,Sleepng.,1,1,0,1,1
I24T-gNSC-p347-r2,SLEEPING.,1,1,1,1,1
I24T-gNSC-p350-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p350-r2,The boy is sleepy.,0,0,1,1,1
I24T-gNSC-p351-r1,The boy is sleeping. ,1,1,1,1,1
I24T-gNSC-p351-r2,He is going to bed for the night. ,0,1,1,1,1
I24T-gNSC-p353-r1,The boy is yawning while sleeping.,1,1,1,1,1
I24T-gNSC-p353-r2,He snoozes while sleeping,1,0,1,1,1
I24T-gNSC-p354-r1,He's in bed sleeping.,1,1,1,1,1
I24T-gNSC-p354-r2,Dreaming happy thoughts.,0,1,1,1,0
I24T-gNSC-p357-r1,Sleeping ,1,1,1,1,1
I24T-gNSC-p357-r2,Laying in bed,0,1,1,1,1
I24T-gNSC-p360-r1,The boy is sleeping ,1,1,1,1,1
I24T-gNSC-p360-r2,"The boy is laying down, asleep",1,1,1,1,1
I24T-gNSC-p361-r1,The boy is going to sleep. ,1,1,1,1,1
I24T-gNSC-p361-r2,He is yawning. ,0,1,1,1,1
I24T-gNSC-p362-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p362-r2,The boy is crying for his mother.,0,1,1,1,0
I24T-gNSC-p369-r1,The boy is yawning. ,0,1,1,1,1
I24T-gNSC-p369-r2,The boy is sleeping. ,1,1,1,1,1
I24T-gNSC-p372-r1,He is sleeping ,1,1,1,1,1
I24T-gNSC-p372-r2,He is knocked out from getting into his parents medicine cabinet ,0,1,1,1,0
I24T-gNSC-p378-r1,jk to the methe shot ,0,0,0,0,0
I24T-gNSC-p378-r2,add,0,0,0,0,0
I24T-gNSC-p381-r1,Getting ready to sleep.,1,1,1,0,0
I24T-gNSC-p381-r2,He is yawning in bed.,0,1,1,1,1
I24T-gNSC-p382-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p382-r2,The boy is dreaming about eating a drumstick. ,0,1,1,1,0
I24T-gNSC-p384-r1,The boy is sleeping ,1,1,1,1,1
I24T-gNSC-p384-r2,The boy is catching some zzzzzs,1,1,1,1,1
I24T-gNSC-p388-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p388-r2,The boy is dreaming.,0,1,1,1,1
I24T-gNSC-p389-r1,Everyone needs a good night's sleep to be able to conquer the next day.,0,0,1,0,0
I24T-gNSC-p389-r2,Ben sometimes dreams when he is sleeping.,1,0,1,1,0
I24T-gNSC-p391-r1,The boy is sleeping,1,1,1,1,1
I24T-gNSC-p391-r2,The boy is yawning in bed,0,1,1,1,1
I24T-gNSC-p392-r1,Sleeping ,1,1,1,1,1
I24T-gNSC-p392-r2,Resting,1,1,1,1,1
I24T-gNSC-p395-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p395-r2,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p398-r1,He is yawning.,0,1,1,1,1
I24T-gNSC-p398-r2,He is calling out.,0,1,1,1,0
I24T-gNSC-p399-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p399-r2,The boy is snoring.,0,1,1,1,0
I24T-gNSC-p400-r1,The boy is just waking up.,0,1,1,1,0
I24T-gNSC-p400-r2,The boy is tired and is going to sleep.,1,1,1,1,1
I24T-gNSC-p403-r1,The boy is sound asleep. ,1,0,1,1,1
I24T-gNSC-p403-r2,The boy is dreaming that's he's hungry and his mouth is open. ,0,1,1,1,0
I24T-gNSC-p412-r1,He is chewing on his hand.,0,1,1,1,0
I24T-gNSC-p412-r2,He is laying in bed.,0,1,1,1,1
I24T-gNSC-p414-r1,sleeping ,1,1,1,1,1
I24T-gNSC-p414-r2,sleeping,1,1,1,1,1
I24T-gNSC-p419-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p419-r2,The boy is falling alseep,1,1,1,1,1
I24T-gNSC-p422-r1,the boy is yawning.,0,1,1,1,1
I24T-gNSC-p422-r2,he is getting sleepy.,0,1,1,1,0
I24T-gNSC-p428-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p428-r2,The boy is laying in the bed.,0,1,1,1,1
I24T-gNSC-p430-r1,"The boy is in bed, tired and yawning.",0,1,1,1,1
I24T-gNSC-p430-r2,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p437-r1,he is sleeping.,1,1,1,1,1
I24T-gNSC-p437-r2,he is snoring.,0,1,1,1,0
I24T-gNSC-p439-r1,The boy is lying in bed.,0,1,1,1,1
I24T-gNSC-p439-r2,The boy is snoring.,0,1,1,1,0
I24T-gNSC-p440-r1,SLEEPING IN HIS BED,1,1,1,1,1
I24T-gNSC-p440-r2,DREAMING ABOUT EATING OREO'S,0,1,1,1,0
I24T-gNSC-p441-r1,He is yawning ,0,1,1,1,1
I24T-gNSC-p441-r2,He is waking up,0,1,1,1,0
I24T-gNSC-p443-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p443-r2,The boy is yawning in his sleep.,1,1,1,1,1
I24T-gNSC-p444-r1,The boy is falling asleep.,1,1,1,1,1
I24T-gNSC-p444-r2,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p454-r1,The boy is sleeping in his bed. ,1,1,1,1,1
I24T-gNSC-p454-r2,He's sleeping in his bed. ,1,1,1,1,1
I24T-gNSC-p458-r1,the boy is sleeping,1,1,1,1,1
I24T-gNSC-p458-r2,the boy is snooring,0,1,0,1,0
I24T-gNSC-p459-r1,Sleeping in bed with mouth open,1,1,0,1,1
I24T-gNSC-p459-r2,Snoring,0,1,1,1,0
I24T-gNSC-p463-r1,The boy is going to sleep.,1,1,1,1,1
I24T-gNSC-p463-r2,He's falling asleep.,1,1,1,1,1
I24T-gNSC-p464-r1,I am just going to lye here.,0,0,0,0,0
I24T-gNSC-p464-r2,The boy is YAWNING,0,1,1,1,1
I24T-gNSC-p465-r1,sleeping,1,1,1,1,1
I24T-gNSC-p465-r2,in a bed,0,0,0,0,0
I24T-gNSC-p466-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSC-p466-r2,The boy is sick lying in bed.,0,1,1,1,0
I24T-gNSC-p468-r1,The boy is yawning as he falls asleep. ,1,1,1,1,1
I24T-gNSC-p468-r2,The boy yawns as he lays in bed sleeping.,1,1,1,1,1
I24T-gNSC-p470-r1,The boy is yawning.,0,1,1,1,1
I24T-gNSC-p470-r2,the boy is sleepy and yawning.,0,1,1,1,1
I24T-gNSC-p473-r1,is getting ready to sleep,1,1,0,1,0
I24T-gNSC-p473-r2,is waking up slowly,0,1,0,1,0
I24T-gNSF-p498-r1,The boy is sleeping.,1,1,1,1,1
I24T-gNSF-p498-r2,He is lying in bed asleep.,1,1,1,1,1
I24T-gNSF-p499-r1,The boy is sleeping soundly.,1,1,1,1,1
I24T-gNSF-p499-r2,The boy is sleeping deeply.,1,1,1,1,1
