ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I10T-gNSC-p213-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p213-r2,The baby appears to be hungry.,1,0,1,0,0
I10T-gNSC-p215-r1,The baby is being an annoying little bitch.,1,1,1,0,0
I10T-gNSC-p215-r2,The annoying little bitch is crying.,1,0,1,1,0
I10T-gNSC-p216-r1,the baby is crying,1,1,1,1,1
I10T-gNSC-p216-r2,the baby wants attention,1,0,1,1,1
I10T-gNSC-p217-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p217-r2,The baby is bawling. ,1,1,1,1,1
I10T-gNSC-p220-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p220-r2,The baby is hungry.,1,0,1,1,1
I10T-gNSC-p222-r1,Crying,1,1,1,1,1
I10T-gNSC-p222-r2,screaming crying,1,1,1,1,1
I10T-gNSC-p224-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p224-r2,The baby is crying about something.,1,1,1,1,1
I10T-gNSC-p226-r1,The baby is crying,1,1,1,1,1
I10T-gNSC-p226-r2,This baby is unhappy,1,0,1,1,1
I10T-gNSC-p230-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p230-r2,The baby is hungry.,1,0,1,1,1
I10T-gNSC-p231-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p231-r2,The baby is crying and reaching out. ,1,1,1,1,1
I10T-gNSC-p235-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p235-r2,The young one is upset.,1,0,1,1,1
I10T-gNSC-p236-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p236-r2,He's crying,1,1,1,1,1
I10T-gNSC-p244-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p244-r2,The baby is screaming. ,1,1,1,1,1
I10T-gNSC-p245-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p245-r2,It is bawling.,1,1,1,1,1
I10T-gNSC-p247-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p247-r2,The baby is unhappy.,1,0,1,1,1
I10T-gNSC-p249-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p249-r2,The baby is crying because she wants her bottle.,1,1,1,1,1
I10T-gNSC-p252-r1,crying,1,1,1,1,1
I10T-gNSC-p253-r1,crying,1,1,1,1,1
I10T-gNSC-p253-r2,laughing,1,1,1,1,0
I10T-gNSC-p254-r1,He is crying,1,1,1,1,1
I10T-gNSC-p254-r2,He is crying loudly,1,1,1,1,1
I10T-gNSC-p255-r1,The baby is balling.,1,1,0,1,1
I10T-gNSC-p255-r2,I don't like screaming babies.,1,0,1,0,0
I10T-gNSC-p257-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p257-r2,Do you suppose the baby needs to have it's diaper changed?,1,0,1,0,0
I10T-gNSC-p258-r1,The baby has a dirty diaper and not happy about it.,1,0,0,1,0
I10T-gNSC-p258-r2,he baby is throwing a crying tantrum.,1,1,0,1,1
I10T-gNSC-p260-r1,crying,1,1,1,1,1
I10T-gNSC-p261-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p261-r2,This baby is whining. ,1,0,1,1,1
I10T-gNSC-p262-r1,This baby is crying,1,0,1,1,1
I10T-gNSC-p262-r2,This baby is screaming ,1,0,1,1,1
I10T-gNSC-p263-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p263-r2,The baby is crying because it wants to be held.,1,1,1,1,1
I10T-gNSC-p264-r1,Crying,1,1,1,1,1
I10T-gNSC-p264-r2,The baby is upset,1,0,1,1,1
I10T-gNSC-p270-r1,She is crying.,1,1,1,1,1
I10T-gNSC-p270-r2,She is sitting and crying.,1,1,1,1,1
I10T-gNSC-p271-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p271-r2,The baby is wailing. ,1,1,1,1,1
I10T-gNSC-p272-r1,Fjfjfj,1,0,0,0,0
I10T-gNSC-p272-r2,Kdid,1,0,0,0,0
I10T-gNSC-p274-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p274-r2,The baby needs something and is crying.,1,1,1,1,1
I10T-gNSC-p276-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p276-r2,He is upset.,1,1,1,1,1
I10T-gNSC-p277-r1,The baby is crying.,1,1,1,1,1
I10T-gNSC-p277-r2,The baby wants to be picked up.,1,0,1,0,1
I10T-gNSC-p282-r1,The baby is crying. ,1,1,1,1,1
I10T-gNSC-p282-r2,The baby wants its mother.,1,0,1,0,1
