ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I09U-gNSC-p401-r2,"While riding her horse in a meadow, the girl does not notice the miscievious look in the eye of her horse.",1,1,0,1,0
I09U-gNSC-p405-r1,A girl is riding a horse. ,1,1,1,1,1
I09U-gNSC-p405-r2,A horse is being risen. ,0,1,0,0,0
I09U-gNSC-p407-r1,The girl is riding the horse,1,1,1,1,1
I09U-gNSC-p407-r2,The horse is looking at the girl,0,1,1,1,1
I09U-gNSC-p409-r1,A girl rides a horse.,1,0,1,1,1
I09U-gNSC-p409-r2,A horse is being ridden by a youngster.,1,1,1,1,1
I09U-gNSC-p410-r1,The girl is in a horse riding competition.,0,0,1,1,0
I09U-gNSC-p410-r2,The horse is trotting around the field.,0,1,1,1,1
I09U-gNSC-p411-r1,A woman rider is trotting on her brown horse.,1,1,1,1,1
I09U-gNSC-p411-r2,This brown horse is being ridden by a woman.,1,1,1,1,1
I09U-gNSC-p413-r1,The girl rides her horse.,1,0,1,1,1
I09U-gNSC-p413-r2,She practices riding.,0,0,1,0,1
I09U-gNSC-p416-r1,Girl riding her horse ,1,1,1,1,1
I09U-gNSC-p416-r2,Horse being ridden by a girl ,1,1,1,1,1
I09U-gNSC-p417-r1,The girl is riding a horse,1,1,1,1,1
I09U-gNSC-p417-r2,The woman is an equestrian,0,0,1,1,1
I09U-gNSC-p418-r1,A girl is riding horseback.,1,1,1,1,1
I09U-gNSC-p418-r2,A horse is giving a girl a ride on horseback.,1,1,1,1,1
I09U-gNSC-p420-r1,A girl with a weirdly large head is riding a horse.,1,1,1,1,1
I09U-gNSC-p420-r2,A girl wearing equestrian attire is riding a brown horse which is looking askance.,1,1,1,1,1
I09U-gNSC-p423-r1,A girl is riding a horse. ,1,1,1,1,1
I09U-gNSC-p423-r2,A girl sits upon a galloping horse. ,1,1,1,1,1
I09U-gNSC-p424-r1,Confident girl is riding a horse,1,1,0,1,1
I09U-gNSC-p424-r2,She is taking riding lesson ,0,1,0,1,0
I09U-gNSC-p429-r1,A girl determinedly rides a horse in full jockey getup,1,0,1,1,1
I09U-gNSC-p429-r2,A horse endures captivity and complies to a little girl's demands with resignation.,0,0,1,0,0
I09U-gNSC-p431-r1,Hey girl riding a pony,1,1,0,1,1
I09U-gNSC-p431-r2,Hey girl riding Horse,1,1,0,1,1
I09U-gNSC-p433-r1,The girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p433-r2,The little girl is riding a brown pony. ,1,1,1,1,1
I09U-gNSC-p435-r1,little girl,0,0,0,0,0
I09U-gNSC-p435-r2,riding a horse,0,0,1,0,0
I09U-gNSC-p436-r1,A girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p436-r2,A horse is giving a girl a ride.,1,1,1,1,1
I09U-gNSC-p438-r1,The girl is riding the horse.,1,1,1,1,1
I09U-gNSC-p438-r2,The horse is being ridden by the girl.,1,1,1,1,1
I09U-gNSC-p447-r1,A young girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p447-r2,A brown horse is being ridden by a young girl.,1,1,1,1,1
I09U-gNSC-p448-r1,The young equestrian girl rides her horse.,1,0,1,1,1
I09U-gNSC-p448-r2,The brown horse gallops with the equestrian.,1,0,1,1,1
I09U-gNSC-p450-r1,young lady riding her horse,1,1,0,1,1
I09U-gNSC-p450-r2,she is enjoying the moment!,0,1,1,0,0
I09U-gNSC-p451-r1,The girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p451-r2,The girl is running away from an abusive home on a stolen horse.,0,1,1,1,0
I09U-gNSC-p452-r1,The little girl is taking riding lessons.,0,1,1,1,0
I09U-gNSC-p452-r2,The little girl is trotting along on her horse. ,1,1,1,1,1
I09U-gNSC-p453-r1,The girl is going for a horseback ride.,1,1,1,1,1
I09U-gNSC-p453-r2,The horse is taking the girl for a ride.,1,1,1,1,1
I09U-gNSC-p455-r1,A girl rides a horse.,1,0,1,1,1
I09U-gNSC-p455-r2,An equestrian rides a horse.,1,0,1,1,1
I09U-gNSC-p456-r1,The girl is riding the horse.,1,1,1,1,1
I09U-gNSC-p456-r2,The horse is trotting with a girl on its back.,1,1,1,1,1
I09U-gNSC-p457-r1,The girl is taking a horse ride.,1,1,1,1,1
I09U-gNSC-p457-r2,The horse is being ridden by a girl ,1,1,1,1,1
I09U-gNSC-p460-r1,The girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p460-r2,The horse is carting the girl.,0,1,1,0,1
I09U-gNSC-p461-r1,The girls is riding the horse.,1,1,0,1,0
I09U-gNSC-p461-r2,The horse is taking the girl for a ride.,1,1,1,1,1
I09U-gNSC-p462-r1,A girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p462-r2,A horse is being ridden by a girl.,1,1,1,1,1
I09U-gNSC-p467-r1,A future equestrian is learning the art.,0,1,1,1,0
I09U-gNSC-p467-r2,Riding her horse is a joy to the young girl.,1,1,1,1,1
I09U-gNSC-p469-r1,The girl takes a horse for a ride.,1,0,1,1,1
I09U-gNSC-p469-r2,The horse takes a girl for a ride.,1,0,1,1,1
I09U-gNSC-p472-r1,The girl rides a pony.,1,0,1,1,1
I09U-gNSC-p472-r2,"The girl rides using good posture, but the reigns are too slack.",0,0,1,1,1
I09U-gNSC-p477-r1,The girl is riding a horse. ,1,1,1,1,1
I09U-gNSC-p477-r2,The horse is being ridden by a girl. ,1,1,1,1,1
I09U-gNSC-p479-r1,A girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p479-r2,A horse is looking nervously at his rider.,0,1,1,1,1
I09U-gNSC-p482-r1,The child is riding a horse. ,1,1,1,1,1
I09U-gNSC-p482-r2,The girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p483-r1,The girl rides the horse.,1,0,1,1,1
I09U-gNSC-p483-r2,The horse questions the girl's motives.,0,0,1,0,0
I09U-gNSC-p485-r1,The girl rides the horse.,1,0,1,1,1
I09U-gNSC-p485-r2,The horse is ridden by the girl.,1,0,1,1,1
I09U-gNSC-p486-r1,The young lady is horseback riding.,1,1,1,1,1
I09U-gNSC-p486-r2,The young lady is training for a tournament jumping horses.,0,1,1,1,0
I09U-gNSC-p487-r1,a girls on a horse,0,0,0,1,1
I09U-gNSC-p487-r2,a horse is running,0,1,1,1,1
I09U-gNSC-p491-r1,The girl is riding a horse.,1,1,1,1,1
I09U-gNSC-p491-r2,The girl is dressed for equestrian events.,0,0,1,1,1
I09U-gNSC-p493-r1,A young girl rides a horse,1,0,1,1,1
I09U-gNSC-p493-r2,A horse carries a young girl,1,0,1,1,1
