ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I01T-gNSC-p226-r1,The boy is dancing,1,1,1,1,1
I01T-gNSC-p226-r2,The boy has music in his bones,0,0,1,0,0
I01T-gNSC-p230-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p230-r2,The boy is having fun.,0,1,1,0,1
I01T-gNSC-p231-r1,Dancing to music. ,1,1,1,1,1
I01T-gNSC-p231-r2,Exercising to music. ,0,1,1,0,0
I01T-gNSC-p234-r1,The boy is dancing,1,1,1,1,1
I01T-gNSC-p234-r2,The boy is jiving,1,1,1,1,1
I01T-gNSC-p235-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p235-r2,A child is having fun.,0,0,1,0,1
I01T-gNSC-p236-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p236-r2,He's dancing to music.,1,1,1,1,1
I01T-gNSC-p237-r1,The boy is dancing. ,1,1,1,1,1
I01T-gNSC-p237-r2,He is a dancing machine. ,0,1,1,1,1
I01T-gNSC-p239-r1,Having fun,0,1,1,0,1
I01T-gNSC-p239-r2,The boy is dancing,1,1,1,1,1
I01T-gNSC-p244-r1,The boy is dancing to music.,1,1,1,1,1
I01T-gNSC-p244-r2,He is dancing to music. ,1,1,1,1,1
I01T-gNSC-p245-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p245-r2,He is enjoying his music.,0,1,1,0,1
I01T-gNSC-p247-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p247-r2,The boy is singing.,0,1,1,1,0
I01T-gNSC-p249-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p249-r2,The boy is listening to music and dancing.,1,1,1,1,1
I01T-gNSC-p252-r1,dancing,1,1,1,1,1
I01T-gNSC-p252-r2,how the hell should I know,0,0,1,0,0
I01T-gNSC-p253-r1,dancing,1,1,1,1,1
I01T-gNSC-p253-r2,grooving to music,1,1,1,1,1
I01T-gNSC-p254-r1,He is dancing to the music,1,1,1,1,1
I01T-gNSC-p254-r2,He is dancing to the music,1,1,1,1,1
I01T-gNSC-p255-r1,the boy is dancing.,1,1,1,1,1
I01T-gNSC-p255-r2,The boy is having a good time.,0,1,1,0,1
I01T-gNSC-p257-r1,This boy is dancing,1,0,1,1,1
I01T-gNSC-p257-r2,I think this boy likes music,0,0,1,0,0
I01T-gNSC-p258-r1,He is doing a Happy Dance.,1,1,1,1,1
I01T-gNSC-p258-r2,Clebrating a great report card.,0,1,0,0,0
I01T-gNSC-p260-r1,dancing,1,1,1,1,1
I01T-gNSC-p261-r1,The boy is listening to music.,0,1,1,1,1
I01T-gNSC-p261-r2,The boy is dancing to music,1,1,1,1,1
I01T-gNSC-p262-r1,He is dancing ,1,1,1,1,1
I01T-gNSC-p262-r2,He is listening to music,0,1,1,1,1
I01T-gNSC-p263-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p263-r2,The boy is listening to his favorite song.,0,1,1,1,0
I01T-gNSC-p264-r1,Dancing to music,1,1,1,1,1
I01T-gNSC-p264-r2,The boy is dancing,1,1,1,1,1
I01T-gNSC-p266-r1,The boy is dancing,1,1,1,1,1
I01T-gNSC-p266-r2,This boy is dancing vigorously. ,1,0,1,1,1
I01T-gNSC-p270-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p270-r2,The happy boy is smiling as he dances.,1,0,1,1,1
I01T-gNSC-p271-r1,The boy is dancing. ,1,1,1,1,1
I01T-gNSC-p271-r2,The boy is listening to music. ,0,1,1,1,1
I01T-gNSC-p272-r1,Dancing to music ,1,1,1,1,1
I01T-gNSC-p272-r2,Fcx,0,0,0,0,0
I01T-gNSC-p274-r1,He is dancing.,1,1,1,1,1
I01T-gNSC-p274-r2,The boy is dancing to the music.,1,1,1,1,1
I01T-gNSC-p276-r1,The boy is dancing.,1,1,1,1,1
I01T-gNSC-p276-r2,He is dancing to music.,1,1,1,1,1
I01T-gNSC-p277-r1,The boy is dancing!,1,1,1,1,1
I01T-gNSC-p277-r2,The boy is really enjoying the party!,0,1,1,0,0
I01T-gNSC-p282-r1,The boy is dancing to the music.,1,1,1,1,1
I01T-gNSC-p282-r2,The boy enjoys the music playing.,0,0,1,1,1
