ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I30T-gNSC-p392-r2,She is trying to be someone that the magazine tells her she should be. She would rather stay at home and eat a whole lot of cupcakes.,0,1,1,0,0
I30T-gNSC-p395-r1,The woman is walking.,0,1,1,1,0
I30T-gNSC-p395-r2,The woman is exercising. ,0,1,1,0,1
I30T-gNSC-p398-r1,She is running.,1,1,1,1,1
I30T-gNSC-p398-r2,She is exercising.,0,1,1,0,1
I30T-gNSC-p399-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p399-r2,The woman is farting.,0,1,1,1,0
I30T-gNSC-p400-r1,The woman is exercising.,0,1,1,0,1
I30T-gNSC-p400-r2,The woman is running.,1,1,1,1,1
I30T-gNSC-p403-r1,The woman is jogging. ,1,1,1,1,1
I30T-gNSC-p403-r2,The woman is running a race. ,1,1,1,1,1
I30T-gNSC-p412-r1,She is exercising.,0,1,1,0,1
I30T-gNSC-p412-r2,She is wearing pink shoes.,0,1,1,1,1
I30T-gNSC-p414-r1,running,1,1,1,1,1
I30T-gNSC-p414-r2,running ,1,1,1,1,1
I30T-gNSC-p419-r1,The woman is running,1,1,1,1,1
I30T-gNSC-p419-r2,The woman is jogging,1,1,1,1,1
I30T-gNSC-p422-r1,the woman is running.,1,1,1,1,1
I30T-gNSC-p422-r2,she is a runner and she is running.,1,1,1,1,1
I30T-gNSC-p428-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p428-r2,The woman is exercising.,0,1,1,0,1
I30T-gNSC-p430-r1,The woman is out for a run.,1,0,1,1,1
I30T-gNSC-p430-r2,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p437-r1,She is running.,1,1,1,1,1
I30T-gNSC-p437-r2,She is jogging.,1,1,1,1,1
I30T-gNSC-p439-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p439-r2,the woman is trotting.,0,1,1,1,0
I30T-gNSC-p440-r1,JOGGING,1,1,1,1,1
I30T-gNSC-p440-r2,RUNNING TO CATCH A BUS,1,1,1,1,0
I30T-gNSC-p441-r1,She is running,1,1,1,1,1
I30T-gNSC-p441-r2,Chasing someone ,0,1,1,1,0
I30T-gNSC-p443-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p443-r2,The woman is getting some exercise.,0,1,1,0,1
I30T-gNSC-p444-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p444-r2,The woman is exercising.,0,1,1,0,1
I30T-gNSC-p454-r1,The woman is jogging. ,1,1,1,1,1
I30T-gNSC-p454-r2,The woman is running. ,1,1,1,1,1
I30T-gNSC-p458-r1,the woman is jogging,1,1,1,1,1
I30T-gNSC-p458-r2,the woman is exercising,0,1,1,0,1
I30T-gNSC-p459-r1,Jogging,1,1,1,1,1
I30T-gNSC-p459-r2,Running,1,1,1,1,1
I30T-gNSC-p463-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p463-r2,Going for a run.,1,1,1,1,1
I30T-gNSC-p464-r1,running to the store to buy more yoga pants,1,1,1,1,0
I30T-gNSC-p464-r2,trying to run away from her bad decisions. ,1,1,1,0,0
I30T-gNSC-p465-r1,running,1,1,1,1,1
I30T-gNSC-p465-r2,for sport,0,0,0,0,0
I30T-gNSC-p466-r1,The woman is jogging for exercise.,1,1,1,1,1
I30T-gNSC-p466-r2,The woman is exercising.,0,1,1,0,1
I30T-gNSC-p468-r1,The woman is jogging.,1,1,1,1,1
I30T-gNSC-p468-r2,The woman is running for exercise. ,1,1,1,1,1
I30T-gNSC-p470-r1,The woman is running.,1,1,1,1,1
I30T-gNSC-p470-r2,The woman is exercising by running.,1,1,1,1,1
