ResponseID,Response,Core,Answer,Gramm,Interp,Verif
I21T-gNSC-p351-r2,He is playing with his friend. ,0,1,1,0,1
I21T-gNSC-p353-r2,Catch is a fun sport.,0,0,1,0,0
I21T-gNSC-p354-r2,Having fun with a ball.,1,1,1,1,1
I21T-gNSC-p357-r2,With a girl,0,0,0,0,0
I21T-gNSC-p360-r2,The boy is playing ball with the girl,1,1,1,1,1
I21T-gNSC-p361-r2,The boy is throwing the ball to the girl. ,1,1,1,1,1
I21T-gNSC-p362-r2,The boy is playing catch with the girl.,1,1,1,1,1
I21T-gNSC-p369-r2,The boy has thrown the ball. ,1,0,1,1,1
I21T-gNSC-p372-r2,He is wishing he could throw her his ball ;),0,1,1,0,0
I21T-gNSC-p378-r2,sad,0,0,0,0,0
I21T-gNSC-p381-r2,The boy is throwing the ball to the girl.,1,1,1,1,1
I21T-gNSC-p382-r2,He is wondering wtf this exercise in writing sentences is about as he attempts to kill his sister with that ball.,0,1,1,0,0
I21T-gNSC-p384-r2,The boy is tossing a ball.,1,1,1,1,1
I21T-gNSC-p388-r2,The boy is playing catch with a girl.,1,1,1,1,1
I21T-gNSC-p389-r2,Kids like playing catch with each other when the weather is nice outside.,0,0,1,0,0
I21T-gNSC-p391-r2,The boy is tossing the beachball to a girl,1,1,1,1,1
I21T-gNSC-p392-r2,Playing catch.,1,1,1,1,1
I21T-gNSC-p395-r2,The boy is playing catch.,1,1,1,1,1
I21T-gNSC-p398-r2,He just threw the ball to the girl.,1,0,1,1,1
I21T-gNSC-p399-r2,The boy is smiling. ,0,1,1,1,1
I21T-gNSC-p400-r2,The boy is playing ball with a girl.,1,1,1,1,1
I21T-gNSC-p403-r2,The girl is throwing the ball to the boy.,0,0,1,1,0
I21T-gNSC-p404-r2,The boy is playing catch. ,1,1,1,1,1
I21T-gNSC-p406-r2,He's playing catch. ,1,1,1,1,1
I21T-gNSC-p412-r2,He is smiling.,0,1,1,1,1
I21T-gNSC-p414-r2,play ball,1,0,0,1,1
I21T-gNSC-p419-r2,The boy is playing catch with the girl.,1,1,1,1,1
I21T-gNSC-p422-r2,he is playing catch with a girl.,1,1,1,1,1
I21T-gNSC-p428-r2,The boy is playing catch with the girl. ,1,1,1,1,1
I21T-gNSC-p430-r2,The boy is throwing the ball.,1,1,1,1,1
I21T-gNSC-p437-r2,He is passing a ball to the girl.,1,1,1,1,1
I21T-gNSC-p439-r2,The boy is tossing a beach ball to the girl.,1,1,1,1,1
I21T-gNSC-p440-r2,CATCHING A BALL,0,1,1,1,0
I21T-gNSC-p441-r2,Throwing a ball,1,1,1,1,1
I21T-gNSC-p443-r2,The ball is in the air.,0,0,1,1,1
I21T-gNSC-p444-r2,The boy threw the ball to the girl.,1,0,1,1,1
I21T-gNSC-p454-r2,He's catching and throwing a ball. ,1,1,1,1,1
I21T-gNSC-p458-r2,he is playing with a ball,1,1,1,1,1
I21T-gNSC-p459-r2,Throwing a beach ball,1,1,1,1,1
I21T-gNSC-p463-r2,He through the ball to her.,1,0,0,0,1
I21T-gNSC-p464-r2,praying to the pokeball gods,0,1,1,0,0
I21T-gNSC-p465-r2,a ball,0,0,0,0,0
I21T-gNSC-p466-r2,The boy is tossing the ball to a friend.,1,1,1,1,1
I21T-gNSC-p468-r2,The boy is playing catch with the girl using a beach ball. ,1,1,1,1,1
I21T-gNSC-p470-r2,The boy is throwing a ball to a girl.,1,1,1,1,1
I21T-gNSC-p473-r2,Playing with a ball.,1,1,1,1,1
I21T-gNSF-p498-r2,He's passing the ball to the girl.,1,1,1,1,1
I21T-gNSF-p499-r2,The boy is throwing the ball to a girl.,1,1,1,1,1
